date,AAPL,AAL,AMZN,IBM,PFE,ANTM,WMT
2013-03-20,452.08,17.23,257.278,215.06,28.29,64.02,72.99
2013-03-19,454.49,16.78,256.41,213.44,27.99,64.31,72.45
2013-03-18,455.72,16.29,257.89,213.21,28.04,64.55,72.25
2013-03-15,443.66,15.98,261.82,214.92,28.02,64.98,72.5
2013-03-14,432.5,16.25,265.74,215.8,28.11,65.18,73.22
2013-03-13,428.35,15.91,275.1,212.06,28.02,64.84,73.65
2013-03-12,428.43,15.5,274.13,210.55,27.94,64.14,73.6
2013-03-11,437.87,15.13,271.24,210.08,28.25,63.49,72.98
2013-03-08,431.72,14.92,274.19,210.38,28.19,63.03,73.03
2013-03-07,430.582,14.82,273.88,209.42,28.27,62.7,73.32
2013-03-06,425.662,14.57,273.79,208.38,28.12,62.52,73.38
2013-03-05,431.144,14.05,275.59,206.53,28.07,62.27,73.72
2013-03-04,420.05,13.9,273.11,205.19,27.69,61.82,73.26
2013-03-01,430.47,13.61,265.74,202.91,27.39,61.88,71.74
2013-02-28,441.4,13.43,264.27,200.83,27.37,62.18,70.78
2013-02-27,444.57,13.41,263.25,202.33,27.41,62.46,71.66
2013-02-26,448.97,13.26,259.36,199.14,27.03,61.83,71.11
2013-02-25,442.8,13.02,259.87,197.51,26.84,61.46,70.44
2013-02-22,450.81,13.57,265.42,201.09,27.38,61.92,70.4
2013-02-21,446.06,13.37,265.94,198.33,27.41,62.71,70.26
2013-02-20,448.85,13.33,266.41,199.31,27.57,62.58,69.21
2013-02-19,459.99,14.26,269.75,200.32,27.71,62.77,68.76
2013-02-15,460.16,14.5,265.09,200.98,27.29,62.7,69.3
2013-02-14,466.59,13.99,269.24,199.65,27.06,63.29,70.82
2013-02-13,467.01,14.66,269.47,200.09,27.0,63.0,71.39
2013-02-12,467.9,14.27,258.7,200.04,26.99,66.01,71.4
2013-02-11,479.93,14.46,257.21,200.16,27.14,66.01,71.4
2013-02-08,474.98,14.75,261.95,201.68,26.88,66.28,71.48
2013-02-07,468.22,15.11,260.23,199.74,26.96,65.7,71.23
2013-02-06,457.35,14.56,262.22,201.02,27.32,65.41,71.31
2013-02-05,457.844,14.09,266.89,202.79,27.51,65.84,70.77
2013-02-04,442.316,13.99,259.98,203.79,27.17,64.82,69.63
2013-02-01,453.62,14.12,265.0,205.18,27.63,65.32,70.49
2013-01-31,455.49,14.28,265.5,203.07,27.28,64.82,69.95
2013-01-30,456.83,14.3,272.764,203.52,27.51,65.39,69.75
2013-01-29,458.27,14.42,260.35,203.9,27.7,65.95,69.89
2013-01-28,449.83,15.03,276.04,204.93,26.84,66.06,69.35
2013-01-25,439.88,14.97,283.99,204.97,27.0,66.17,69.0
2013-01-24,450.5,14.67,273.62,204.42,26.85,65.69,69.79
2013-01-23,514.005,15.07,268.11,204.72,26.65,64.83,69.49
2013-01-22,504.77,14.85,270.19,196.08,26.68,63.8,69.58
2013-01-18,500.0,14.44,272.12,194.47,26.54,62.75,69.2
2013-01-17,502.68,14.48,270.48,193.65,26.83,62.42,68.85
2013-01-16,506.09,14.63,268.93,192.59,26.61,61.85,69.21
2013-01-15,485.92,14.31,271.9,192.5,26.62,63.01,68.98
2013-01-14,501.75,14.67,272.73,192.62,26.74,62.44,68.3
2013-01-11,520.3,14.78,267.94,194.45,26.52,61.75,68.63
2013-01-10,523.51,15.14,265.34,192.88,26.76,62.24,68.36
2013-01-09,517.1,15.13,266.35,192.32,26.47,62.05,68.57
2013-01-08,525.31,15.16,266.38,192.87,26.02,60.07,68.59
2013-01-07,523.9,14.84,268.4592,193.14,25.98,59.74,68.4
2013-01-04,527.0,14.73,259.15,193.99,25.96,59.29,69.06
2013-01-03,542.0959,13.66,258.48,195.27,25.85,58.93,68.8
2013-01-02,549.03,13.98,257.31,196.35,25.91,60.92,69.24
2012-12-31,532.1729,13.5,250.87,191.55,25.0793,60.92,68.23
2012-12-28,509.5892,12.79,245.18,189.83,24.89,59.89,67.61
2012-12-27,515.06,13.1,248.31,192.71,25.14,60.48,68.19
2012-12-26,512.9995,13.23,248.6314,191.95,25.24,61.15,67.99
2012-12-24,520.168,13.33,258.62,192.4,25.08,61.07,68.57
2012-12-21,519.33,13.44,256.92,193.42,25.08,61.31,68.65
2012-12-20,521.7302,13.54,261.5,194.77,25.43,61.51,69.0
2012-12-19,526.31,13.48,257.99,195.08,25.35,59.97,68.52
2012-12-18,533.9,12.95,260.4,195.69,25.64,60.57,69.5
2012-12-17,518.83,12.79,253.86,193.62,25.355,60.03,69.2
2012-12-14,509.794,12.83,249.19,191.76,25.18,58.49,68.75
2012-12-13,529.69,12.97,251.25,191.99,25.33,59.02,69.04
2012-12-12,539.0,12.7,251.76,192.95,25.51,59.24,68.94
2012-12-11,541.388,12.88,250.69,194.2,25.64,58.89,70.89
2012-12-10,529.8209,12.78,247.77,192.62,25.41,58.21,72.15
2012-12-07,533.25,12.77,253.2681,191.95,25.56,57.78,72.29
2012-12-06,547.2445,12.61,253.37,189.7,25.61,56.62,71.59
2012-12-05,538.7923,12.11,253.96,188.65,25.64,56.1,71.65
2012-12-04,575.8454,12.38,252.4881,189.36,25.165,55.68,72.12
2012-12-03,586.19,12.66,250.3291,189.48,25.09,56.0799,71.34
2012-11-30,585.28,12.89,252.05,190.07,25.02,55.9,72.02
2012-11-29,589.36,13.0,251.27,191.53,24.85,55.64,70.83
2012-11-28,582.94,12.97,247.11,191.98,24.67,54.77,70.56
2012-11-27,584.78,12.72,243.4017,191.23,24.25,54.97,69.5
2012-11-26,589.53,12.92,243.62,192.88,24.485,55.37,69.91
2012-11-23,571.5,12.5,239.88,193.49,24.53,56.06,70.2
2012-11-21,561.7,12.47,238.03,190.29,24.35,55.57,68.89
2012-11-20,560.9134,12.49,233.78,189.2,24.28,55.62,69.0
2012-11-19,565.73,12.07,229.71,190.35,24.14,55.94,69.02
2012-11-16,527.678,11.76,225.23,186.94,23.86,55.15,68.03
2012-11-15,525.62,12.06,220.599,185.85,23.6602,54.64,68.72
2012-11-14,536.88,12.01,222.95,185.51,23.81,54.33,71.31
2012-11-13,542.898,12.59,226.6,188.32,24.05,55.5,71.81
2012-11-12,542.83,12.29,226.47,189.25,24.11,55.85,72.48
2012-11-09,547.06,12.61,226.31,189.64,24.17,56.16,72.31
2012-11-08,537.75,13.02,227.35,190.1,24.16,56.01,72.48
2012-11-07,558.0019,12.59,232.0608,191.16,24.17,57.85,73.11
2012-11-06,582.8495,12.67,237.56,195.07,24.71,61.2,73.76
2012-11-05,584.6211,12.64,234.33,194.14,24.58,60.85,73.14
2012-11-02,576.8,12.53,232.4224,193.43,24.55,61.14,72.77
2012-11-01,596.5399,12.55,232.14,197.15,24.55,61.73,73.45
2012-10-31,595.32,12.18,232.8931,194.53,24.87,61.3,75.02
2012-10-26,604.0,11.92,238.24,193.27,25.43,61.29,75.11
2012-10-25,609.538,11.97,222.92,191.6,25.61,62.23,75.32
2012-10-24,616.83,12.37,228.49,190.72,25.31,61.58,74.82
2012-10-23,613.3554,12.09,234.31,191.25,25.19,61.87,74.76
2012-10-22,634.03,11.92,233.78,194.4,25.6,63.03,75.65
2012-10-19,609.84,11.47,240.0,193.36,25.76,61.82,75.62
2012-10-18,632.64,11.72,244.85,194.96,26.035,62.93,76.56
2012-10-17,644.6136,11.62,247.49,200.63,25.84,61.74,77.03
2012-10-16,649.7925,11.58,243.94,211.0,25.8,62.02,76.91
2012-10-15,634.76,11.42,244.18,208.93,25.57,62.38,77.15
2012-10-12,629.714,11.36,242.36,207.8,25.12,61.83,75.81
2012-10-11,628.1,11.17,244.22,205.76,25.12,62.79,75.01
2012-10-10,640.91,11.34,244.99,205.82,25.16,61.54,75.42
2012-10-09,635.85,11.3,250.96,207.99,25.31,62.02,74.14
2012-10-08,638.17,11.57,259.06,209.82,25.4,61.75,75.25
2012-10-05,652.59,11.66,258.51,210.59,25.52,61.22,75.13
2012-10-04,666.8,11.67,260.47,210.39,25.35,62.16,74.72
2012-10-03,671.45,11.78,255.92,210.51,25.32,60.11,74.2
2012-10-02,661.31,10.88,250.6,209.84,25.12,60.46,73.75
2012-10-01,659.39,10.75,252.01,210.47,25.035,57.98,74.05
2012-09-28,667.105,10.46,254.32,207.45,24.85,58.01,73.8
2012-09-27,681.32,10.36,256.59,205.91,24.96,58.07,73.98
2012-09-26,665.18,10.5,249.67,204.0,24.83,57.64,74.19
2012-09-25,673.54,10.28,252.46,204.98,24.84,58.48,74.26
2012-09-24,690.79,10.51,254.805,205.29,24.75,58.49,74.74
2012-09-21,700.095,10.67,257.47,205.98,24.515,59.26,74.45
2012-09-20,698.7,10.68,260.81,206.18,24.41,58.96,74.75
2012-09-19,702.1,10.97,261.68,206.43,24.16,59.03,74.37
2012-09-18,701.91,10.31,258.75,207.07,24.01,58.91,73.95
2012-09-17,699.781,10.56,258.0,207.15,24.02,58.81,73.99
2012-09-14,691.28,10.53,261.27,206.81,23.8,58.35,74.5
2012-09-13,682.98,11.25,260.24,206.36,24.25,58.19,75.14
2012-09-12,669.79,11.82,255.63,203.77,24.07,58.21,74.07
2012-09-11,660.59,11.62,255.67,203.27,24.17,58.65,74.06
2012-09-10,662.74,12.0,257.09,200.95,24.1,59.45,73.51
2012-09-07,680.44,12.14,259.14,199.5,24.24,60.29,73.82
2012-09-06,676.27,11.42,251.38,199.1,24.34,59.72,74.81
2012-09-05,670.23,11.22,246.22,195.04,23.92,59.15,73.55
2012-09-04,674.97,10.45,247.88,194.54,23.775,59.39,73.51
2012-08-31,665.24,10.66,248.27,194.85,23.86,59.87,72.6
2012-08-30,663.868,10.4,246.22,193.37,23.84,60.46,72.25
2012-08-29,673.466,10.45,247.12,195.08,23.96,61.8,72.77
2012-08-28,674.8,10.81,246.11,194.87,23.85,57.39,72.41
2012-08-27,675.68,11.04,243.92,195.69,23.89,58.16,72.5
2012-08-24,663.222,11.11,245.74,197.77,24.01,57.66,72.11
2012-08-23,662.63,11.04,241.198,195.7,23.74,57.73,71.56
2012-08-22,668.87,11.61,243.1,197.25,23.7,58.57,71.77
2012-08-21,656.062,11.42,239.45,198.65,23.69,57.27,71.43
2012-08-20,665.15,10.59,240.35,200.5,23.91,57.38,72.3
2012-08-17,648.11,10.08,241.17,201.22,23.79,57.26,71.99
2012-08-16,636.34,9.91,241.55,200.84,24.02,57.84,72.15
2012-08-15,630.83,10.15,237.42,198.4,24.04,57.8,74.45
2012-08-14,631.69,10.12,233.19,198.29,23.98,56.9,74.01
2012-08-13,630.0,10.12,232.44,199.01,23.72,56.89,73.4
2012-08-10,621.7,10.07,232.75,199.29,23.94,57.91,73.68
2012-08-09,620.73,10.05,234.06,198.42,23.87,56.79,73.85
2012-08-08,619.86,10.4,234.38,199.03,23.83,57.44,74.31
2012-08-07,620.914,9.94,236.56,199.93,23.74,56.26,73.99
2012-08-06,622.55,10.81,233.99,198.76,24.26,54.64,74.28
2012-08-03,615.7,10.89,234.97,198.52,24.28,55.04,74.55
2012-08-02,607.79,10.68,230.81,194.45,23.92,52.93,74.05
2012-08-01,606.81,10.83,232.09,195.18,23.94,54.07,73.62
2012-07-31,610.76,11.46,233.3,195.98,24.04,53.29,74.43
2012-07-30,595.03,11.29,236.09,196.68,23.71,55.22,74.98
2012-07-27,585.16,11.35,237.32,196.39,23.825,55.12,74.52
2012-07-26,574.88,11.19,220.01,193.95,23.485,53.39,73.67
2012-07-25,574.97,11.15,217.05,191.08,23.33,54.01,72.08
2012-07-24,600.92,11.59,223.04,190.34,23.375,61.42,72.14
2012-07-23,603.83,12.08,226.01,190.83,23.6,61.81,71.85
2012-07-20,604.3,12.01,228.29,192.45,23.7,61.94,72.25
2012-07-19,614.32,12.5,226.17,195.34,23.795,62.7,71.53
2012-07-18,606.26,13.42,217.47,188.25,23.67,63.2,72.85
2012-07-17,606.94,14.07,216.93,183.65,23.62,62.94,73.1
2012-07-16,606.91,14.09,216.01,184.79,23.13,61.97,72.98
2012-07-13,604.97,14.45,218.39,186.01,22.81,62.36,73.18
2012-07-12,598.9,13.97,215.36,183.09,22.67,61.07,72.31
2012-07-11,604.43,14.12,218.37,185.25,22.34,61.78,72.26
2012-07-10,608.21,13.91,219.5,186.26,22.44,61.14,72.11
2012-07-09,613.89,13.49,225.05,189.67,22.65,61.95,71.76
2012-07-06,605.88,13.87,225.05,191.41,22.54,59.91,71.36
2012-07-05,609.94,13.47,227.06,195.29,22.67,61.25,71.08
2012-07-03,599.41,13.21,229.53,195.93,22.87,61.28,70.75
2012-07-02,592.52,13.55,229.32,195.83,22.995,62.26,69.35
2012-06-29,584.0,13.33,228.35,195.58,23.0,63.79,69.72
2012-06-28,569.05,13.4,221.31,191.4,22.53,65.9,68.3
2012-06-27,574.5,13.31,225.62,193.0,22.61,69.49,68.59
2012-06-26,572.025,12.88,225.61,191.95,22.435,69.1,68.58
2012-06-25,570.765,12.65,220.07,192.86,22.47,68.95,68.18
2012-06-22,582.1,13.17,222.16,193.7,22.725,69.76,67.3
2012-06-21,577.67,13.47,220.575,193.39,22.6,69.46,67.7
2012-06-20,585.741,13.03,223.02,198.78,22.67,70.86,68.52
2012-06-19,587.41,12.7,224.03,198.93,22.71,71.88,67.81
2012-06-18,585.78,12.5,222.66,198.29,22.62,71.34,68.12
2012-06-15,574.13,12.03,218.35,199.1,22.61,70.77,67.75
2012-06-14,571.53,12.48,214.45,195.1,22.56,69.8,67.63
2012-06-13,572.16,11.97,214.73,193.1,22.19,68.74,67.07
2012-06-12,576.16,11.43,216.42,194.55,22.19,69.47,67.72
2012-06-11,571.17,11.36,216.5,192.51,22.1,69.01,67.53
2012-06-08,580.32,12.15,218.48,195.14,22.14,69.07,68.22
2012-06-07,571.72,11.28,218.8,194.44,21.94,67.27,65.87
2012-06-06,571.46,11.78,217.64,193.99,21.91,67.27,65.93
2012-06-05,562.83,11.62,213.21,189.2,21.6,66.17,65.5
2012-06-04,564.29,11.18,214.57,188.54,21.61,65.45,65.99
2012-06-01,560.99,12.64,208.22,189.08,21.64,66.36,65.55
2012-05-31,577.73,13.22,212.91,192.9,21.87,67.39,65.82
2012-05-30,579.17,12.69,209.23,194.53,22.04,68.04,65.44
2012-05-29,572.27,12.62,214.75,196.46,22.18,68.84,65.68
2012-05-25,562.29,12.3,212.89,194.3,22.13,67.9,65.31
2012-05-24,565.32,12.16,215.24,196.09,22.14,67.82,65.07
2012-05-23,570.56,11.0,217.28,196.12,22.09,66.73,64.58
2012-05-22,556.97,10.62,215.33,196.82,22.37,67.11,63.73
2012-05-21,561.28,10.71,218.11,197.76,22.54,66.9,63.04
2012-05-18,530.38,10.06,213.85,195.88,22.57,65.08,62.43
2012-05-17,530.12,10.19,218.36,197.89,22.56,66.45,61.68
2012-05-16,546.075,11.13,224.06,199.73,22.64,65.26,59.19
2012-05-15,553.17,11.13,224.39,199.04,22.3,65.62,59.35
2012-05-14,558.22,11.24,222.93,199.44,22.585,66.08,59.07
2012-05-11,566.71,11.32,227.68,201.17,22.65,66.11,59.42
2012-05-10,570.52,10.93,226.69,200.6,22.83,65.94,59.19
2012-05-09,569.18,10.79,222.98,201.23,22.45,65.77,59.03
2012-05-08,568.18,11.02,223.9,201.48,22.42,66.88,59.05
2012-05-07,569.48,11.1,225.16,203.75,22.45,66.6,59.19
2012-05-04,565.25,10.7,223.99,204.99,22.38,66.26,58.7
2012-05-03,581.82,10.71,229.45,207.24,22.6,67.3,58.99
2012-05-02,585.98,10.26,230.25,208.06,22.66,68.79,59.01
2012-05-01,582.13,10.16,230.04,208.0,22.78,68.41,59.07
2012-04-30,583.98,10.26,231.9,207.08,22.9,67.82,58.91
2012-04-27,603.0,10.31,226.85,206.81,23.08,68.63,59.03
2012-04-26,607.7,9.8,195.99,205.58,23.06,69.35,58.95
2012-04-25,610.0,9.6,194.42,203.57,22.88,70.4,57.36
2012-04-24,560.28,9.31,190.33,200.0,22.63,70.76,57.77
2012-04-23,571.7,9.03,188.24,198.62,22.38,70.59,59.54
2012-04-20,572.98,9.34,189.98,199.6,22.56,70.68,62.45
2012-04-19,587.44,9.51,191.1,199.51,22.335,70.62,61.75
2012-04-18,608.34,8.2,191.07,200.13,22.45,69.17,62.06
2012-04-17,609.7,8.18,188.39,207.45,22.31,69.96,61.87
2012-04-16,580.13,8.13,185.5,202.72,21.98,68.73,60.58
2012-04-13,605.23,7.84,188.46,202.8,21.85,69.25,59.77
2012-04-12,622.77,7.89,190.69,205.32,21.915,70.0,60.14
2012-04-11,626.2,7.62,187.97,202.58,21.95,69.54,59.8
2012-04-10,628.44,7.47,186.98,202.33,21.985,69.27,59.93
2012-04-09,636.23,7.75,191.87,204.94,22.05,70.53,60.13
2012-04-05,633.68,7.78,194.39,205.47,22.34,72.38,60.67
2012-04-04,624.31,7.86,193.99,206.05,22.385,72.12,60.26
2012-04-03,629.32,7.74,199.66,209.5,22.54,72.64,60.65
2012-04-02,618.63,7.47,198.05,209.47,22.59,72.95,61.36
2012-03-30,599.55,7.59,202.51,208.65,22.645,73.8,61.2
2012-03-29,609.86,7.89,204.61,208.27,22.42,71.62,60.82
2012-03-28,617.62,7.79,201.16,207.29,22.41,70.0,61.19
2012-03-27,614.48,7.56,205.44,207.18,22.5,68.38,61.09
2012-03-26,606.98,7.73,202.87,207.77,22.16,68.63,61.2
2012-03-23,596.05,7.55,195.04,205.48,21.82,66.68,60.75
2012-03-22,599.34,7.33,192.4,205.49,21.73,66.39,60.65
2012-03-21,602.5,7.63,191.73,204.69,21.77,66.35,60.56
2012-03-20,605.96,7.68,192.33,204.25,21.8,66.86,60.6
2012-03-19,601.1,7.19,185.52,205.72,21.88,67.67,60.74
2012-03-16,585.57,7.15,185.05,206.01,21.94,67.33,60.84
2012-03-15,585.56,7.58,184.43,206.0,21.91,66.94,61.23
2012-03-14,589.58,7.09,182.26,204.72,21.93,67.22,61.08
2012-03-13,568.1,6.96,184.59,203.78,22.01,65.05,61.0
2012-03-12,552.0,6.89,183.39,201.0,21.54,64.01,60.68
2012-03-09,545.17,7.03,184.32,200.62,21.48,64.88,60.08
2012-03-08,541.99,6.96,187.64,199.81,21.455,64.41,59.77
2012-03-07,530.69,6.91,183.77,197.77,21.37,63.84,59.86
2012-03-06,530.26,6.88,181.09,197.26,21.265,64.34,58.965
2012-03-05,533.16,6.99,180.26,200.66,21.5,65.19,59.4
2012-03-02,545.18,7.63,179.3,198.81,21.41,65.78,59.01
2012-03-01,544.47,7.41,180.04,197.53,21.49,66.23,58.82
2012-02-29,542.44,7.41,179.69,196.73,21.125,65.63,59.08
2012-02-28,535.41,7.41,183.8,197.98,21.22,65.54,58.93
2012-02-27,525.76,7.0,178.53,197.53,21.26,65.79,58.46
2012-02-24,522.41,6.99,179.13,197.76,21.18,66.11,58.79
2012-02-23,516.39,7.26,178.89,197.61,21.03,66.22,58.54
2012-02-22,513.04,7.7,180.58,193.87,21.36,66.1,58.6
2012-02-21,514.85,7.89,182.26,193.39,21.22,66.39,60.07
2012-02-17,502.12,8.9,182.5,193.42,21.19,66.05,62.48
2012-02-16,502.21,9.1,179.93,193.02,21.33,66.23,62.04
2012-02-15,497.67,8.89,184.47,192.25,21.11,65.15,61.76
2012-02-14,509.46,9.0,191.3,192.22,21.33,65.69,62.22
2012-02-13,502.6,9.18,191.59,192.62,21.3,64.66,61.79
2012-02-10,493.42,8.85,185.54,192.42,21.05,64.17,61.9
2012-02-09,493.17,8.96,184.98,193.13,21.14,64.65,61.96
2012-02-08,476.68,9.1,185.48,192.95,21.01,64.83,61.62
2012-02-07,468.83,9.24,184.19,193.35,21.05,65.0,61.69
2012-02-06,463.97,9.15,183.14,192.82,20.95,64.37,61.88
2012-02-03,459.68,9.64,187.68,193.64,21.2,65.07,62.03
2012-02-02,455.12,9.12,181.72,191.53,21.11,65.16,61.94
2012-02-01,456.19,8.9,179.46,192.62,21.31,66.13,62.18
2012-01-31,456.48,8.44,194.44,192.6,21.4,64.32,61.36
2012-01-30,453.01,8.52,192.15,192.5,21.58,64.43,61.3
2012-01-27,447.28,8.18,195.37,190.46,21.48,65.42,60.71
2012-01-26,444.63,7.85,193.316,190.98,21.63,64.3,60.97
2012-01-25,446.66,7.52,187.8,191.73,21.72,66.1,61.47
2012-01-24,420.41,6.41,187.0,191.93,21.66,69.4,61.39
2012-01-23,427.409,6.26,186.09,189.98,21.71,71.18,60.91
2012-01-20,420.3,6.37,190.93,188.52,21.9,71.78,61.01
2012-01-19,427.75,6.26,194.45,180.52,21.84,71.93,60.61
2012-01-18,429.11,6.04,189.44,181.07,21.97,72.17,60.01
2012-01-17,424.7,5.88,181.66,180.0,21.935,72.74,59.85
2012-01-13,419.81,5.97,178.42,179.16,21.84,71.91,59.54
2012-01-12,421.39,6.05,175.93,180.55,21.99,71.81,59.5
2012-01-11,422.55,5.91,178.9,182.32,21.9,72.57,59.4
2012-01-10,423.24,5.72,179.34,181.31,21.94,72.21,59.04
2012-01-09,421.73,5.72,178.56,181.59,21.82,71.18,59.18
2012-01-06,422.4,5.6,182.61,182.54,21.57,70.73,59.0
2012-01-05,418.03,5.47,177.61,184.66,21.6,68.51,59.42
2012-01-04,413.44,5.03,177.51,185.54,21.77,67.98,59.71
2012-01-03,411.23,5.12,179.03,186.3,21.97,67.61,60.33
2011-12-30,405.0,5.07,173.1,183.88,21.64,66.25,59.76
2011-12-29,405.12,5.23,173.86,186.18,21.71,66.87,59.99
2011-12-28,402.64,5.19,173.89,183.99,21.53,66.52,59.73
2011-12-27,406.53,5.4,176.27,184.95,21.77,67.93,59.83
2011-12-23,403.33,5.62,177.28,184.75,21.83,68.05,59.99
2011-12-22,398.55,5.7,179.03,182.04,21.63,66.78,59.19
2011-12-21,396.445,5.77,174.35,181.47,21.68,65.68,59.39
2011-12-20,395.95,5.94,182.52,187.24,21.46,65.47,59.19
2011-12-19,382.21,5.83,179.33,182.89,21.14,63.64,57.78
2011-12-16,381.02,6.18,181.26,183.57,21.03,64.95,58.27
2011-12-15,378.94,5.71,181.26,187.48,21.14,64.5,57.95
2011-12-14,380.19,5.59,180.21,188.72,20.86,63.52,57.65
2011-12-13,388.81,5.19,180.51,191.15,20.76,64.64,57.6
2011-12-12,391.84,5.63,189.52,192.18,20.39,65.39,58.09
2011-12-09,393.62,5.62,193.03,194.56,20.56,66.5,58.32
2011-12-08,390.66,5.34,190.48,191.58,20.19,66.08,57.98
2011-12-07,389.09,5.59,195.32,194.05,20.47,68.51,58.51
2011-12-06,390.95,5.25,191.99,192.94,20.23,68.21,58.78
2011-12-05,393.01,5.12,196.24,190.84,19.84,68.51,58.34
2011-12-02,389.7,4.84,196.03,189.66,19.89,68.91,58.09
2011-12-01,387.93,4.94,197.13,189.45,20.03,70.08,58.61
2011-11-30,382.2,4.72,192.29,188.0,20.07,70.55,58.9
2011-11-29,373.2,4.46,188.39,180.94,19.4,67.42,58.17
2011-11-28,376.12,4.27,194.15,182.21,19.09,66.07,57.25
2011-11-25,363.57,4.02,182.399,177.06,18.45,63.7,56.89
2011-11-23,366.99,4.0,188.99,177.95,18.45,64.23,56.64
2011-11-22,376.51,4.05,192.34,181.31,18.9,66.85,56.85
2011-11-21,369.01,4.25,189.25,181.48,18.96,67.01,56.66
2011-11-18,374.94,4.42,197.14,185.24,19.53,68.52,57.23
2011-11-17,377.41,4.4,204.52,185.73,19.47,68.26,56.73
2011-11-16,384.77,4.5,211.99,186.62,19.57,68.14,56.68
2011-11-15,388.83,4.78,217.83,188.75,19.87,70.04,57.46
2011-11-14,379.26,4.98,218.93,187.35,19.79,70.3,58.89
2011-11-11,384.62,5.01,217.39,187.38,19.99,70.75,59.2
2011-11-10,385.22,4.85,210.79,183.35,19.79,68.57,58.13
2011-11-09,395.28,5.05,211.22,182.24,19.34,66.96,58.05
2011-11-08,406.23,5.21,217.99,187.25,20.08,68.83,59.32
2011-11-07,399.73,5.39,217.0,187.32,20.07,68.1,57.94
2011-11-04,400.24,5.5,216.48,186.38,19.66,67.42,57.5
2011-11-03,403.07,5.61,218.29,187.3,19.88,67.84,57.42
2011-11-02,397.41,5.28,215.62,183.92,19.53,67.99,56.86
2011-11-01,396.51,5.5,212.105,181.35,19.33,66.79,56.23
2011-10-31,404.78,5.77,213.51,184.63,19.26,68.9,56.72
2011-10-28,404.95,5.94,217.32,187.45,19.82,68.68,57.15
2011-10-27,404.69,5.83,206.78,186.34,19.665,70.58,57.81
2011-10-26,400.6,5.66,198.4,181.97,19.28,69.58,57.37
2011-10-25,397.77,5.6,227.15,180.36,18.87,67.0,56.71
2011-10-24,405.77,5.95,237.61,182.25,19.36,68.45,56.78
2011-10-21,392.87,5.87,234.78,181.63,19.06,66.65,56.92
2011-10-20,395.31,6.01,233.61,177.25,18.73,65.25,56.37
2011-10-19,398.62,5.76,231.53,177.39,18.81,64.9,56.25
2011-10-18,422.24,6.02,243.88,178.9,18.97,64.06,55.89
2011-10-17,419.99,5.85,242.33,186.59,18.69,65.61,54.78
2011-10-14,422.0,6.04,246.71,190.53,19.04,67.07,55.46
2011-10-13,408.43,6.3,236.15,186.82,18.76,66.05,55.02
2011-10-12,402.19,6.23,236.81,186.12,18.82,67.0,55.2
2011-10-11,400.29,5.84,235.48,185.0,18.85,66.99,54.72
2011-10-10,388.81,5.33,231.32,186.62,18.92,67.53,54.81
2011-10-07,369.8,5.21,224.74,182.39,18.44,65.79,53.7
2011-10-06,377.37,5.35,221.51,181.69,18.23,64.96,52.75
2011-10-05,378.25,5.17,219.498,176.85,17.98,63.95,52.65
2011-10-04,372.5,5.0,212.5,174.74,17.59,63.03,52.88
2011-10-03,374.6,4.63,211.98,173.29,17.33,62.32,51.96
2011-09-30,381.32,5.5,216.23,174.87,17.68,65.28,51.9
2011-09-29,390.57,6.1,222.44,179.17,17.98,65.37,51.93
2011-09-28,397.01,6.12,229.71,177.55,17.56,64.83,51.31
2011-09-27,399.26,6.11,224.21,177.71,17.75,67.06,52.03
2011-09-26,403.17,6.43,229.85,174.51,17.77,65.81,51.83
2011-09-23,404.3,6.13,223.61,169.34,17.45,64.05,50.8
2011-09-22,401.82,5.73,223.23,168.62,17.49,63.63,50.28
2011-09-21,412.14,5.85,231.87,173.02,17.84,65.14,51.32
2011-09-20,413.45,5.97,233.25,174.72,18.24,67.26,52.29
2011-09-19,411.63,5.8,241.69,173.13,18.06,67.1,52.45
2011-09-16,400.5,5.91,239.3,172.99,18.15,67.7,52.65
2011-09-15,392.96,5.86,226.78,170.09,18.49,67.35,52.51
2011-09-14,389.3,5.74,222.57,167.24,18.41,66.48,52.2
2011-09-13,384.62,5.64,219.53,163.43,18.33,65.89,51.59
2011-09-12,379.94,4.85,216.56,162.42,18.245,63.38,51.82
2011-09-09,377.48,5.02,211.39,161.37,18.28,61.81,51.36
2011-09-08,384.14,5.14,217.26,165.25,18.82,63.18,52.21
2011-09-07,383.93,5.21,219.9,167.31,19.01,64.14,52.42
2011-09-06,379.74,5.04,216.18,165.11,18.65,61.9,51.68
2011-09-02,374.05,5.22,210.0,166.98,18.46,62.19,52.03
2011-09-01,381.03,5.29,212.54,170.33,18.91,63.5,52.65
2011-08-31,384.83,5.59,215.23,171.91,18.98,63.3,53.19
2011-08-30,389.99,5.52,210.92,172.51,18.88,62.78,52.82
2011-08-29,389.97,5.55,206.53,172.62,18.88,62.42,53.19
2011-08-26,383.58,5.26,199.27,169.14,18.21,60.43,52.9
2011-08-25,373.72,5.08,192.03,165.58,17.96,59.58,52.7
2011-08-24,376.18,5.3,193.73,166.76,18.39,60.74,53.37
2011-08-23,373.6,5.33,193.55,164.32,18.24,59.48,53.21
2011-08-22,356.44,5.11,177.54,158.98,17.68,57.57,52.19
2011-08-19,356.03,5.14,178.93,157.54,17.67,58.09,52.3
2011-08-18,366.05,5.35,182.52,163.83,17.71,58.93,51.79
