date,AAPL,AAL,WMT,AMZN,IBM,PFE,ANTM
2013-05-22,441.354,17.93,77.03,262.96,206.99,29.3,77.81
2013-05-21,439.66,17.95,77.39,268.86,208.65,28.78,78.1
2013-05-20,442.93,18.59,77.4,267.63,207.6,28.7,77.49
2013-05-17,433.26,19.01,77.87,269.9,208.44,28.96,77.81
2013-05-16,434.578,19.12,78.5,264.12,204.69,29.25,76.84
2013-05-15,428.85,18.81,79.86,266.56,203.32,29.56,77.83
2013-05-14,443.86,18.1,78.78,268.33,203.21,29.4,78.0
2013-05-13,454.74,17.72,78.5,264.51,202.47,29.37,76.01
2013-05-10,452.97,17.76,78.89,263.63,204.47,28.72,75.89
2013-05-09,456.77,17.38,78.4,260.16,203.24,28.6,75.39
2013-05-08,463.84,17.34,78.25,258.68,204.82,28.73,75.05
2013-05-07,458.658,16.98,78.83,257.73,203.63,29.03,74.71
2013-05-06,460.71,17.0,78.83,255.72,202.78,28.72,73.51
2013-05-03,449.98,17.02,79.25,258.05,204.51,28.96,73.82
2013-05-02,445.52,16.94,78.46,252.55,202.39,29.27,73.42
2013-05-01,439.29,16.6,78.06,248.23,199.63,28.9,72.27
2013-04-30,442.78,16.9,77.72,253.81,202.54,29.07,72.92
2013-04-29,430.12,16.81,78.39,249.74,199.15,30.43,72.9
2013-04-26,417.205,16.59,79.04,254.81,194.31,30.09,72.87
2013-04-25,408.38,16.22,78.65,274.7,193.95,30.26,73.75
2013-04-24,405.462,16.45,78.03,268.78,191.71,30.6,73.33
2013-04-23,406.13,16.3,79.09,268.9,191.61,31.08,69.33
2013-04-22,398.67,15.52,77.97,263.55,187.83,30.93,68.25
2013-04-19,390.53,16.02,78.29,260.32,190.0,31.06,68.71
2013-04-18,392.05,16.1,77.16,259.42,207.15,30.59,67.18
2013-04-17,402.8,16.52,78.51,267.4,209.67,30.87,69.03
2013-04-16,426.24,16.37,78.68,272.34,212.0,30.94,70.16
2013-04-15,419.85,15.59,78.47,267.72,209.26,30.45,68.28
2013-04-12,429.8,16.14,78.56,272.87,211.38,30.67,69.79
2013-04-11,434.33,16.19,77.79,269.85,212.92,30.64,70.06
2013-04-10,435.69,15.78,77.37,264.77,212.0,29.92,69.46
2013-04-09,426.98,15.7,78.12,261.14,209.22,29.11,68.48
2013-04-08,426.21,15.84,77.29,258.95,209.32,29.16,67.72
2013-04-05,423.2,15.72,76.39,255.48,209.41,29.1,67.99
2013-04-04,427.72,15.69,76.2,259.08,211.31,29.16,68.49
2013-04-03,431.99,15.53,76.0,259.03,212.66,29.03,68.15
2013-04-02,429.792,15.74,76.02,263.322,214.36,29.23,68.46
2013-04-01,428.91,16.67,75.43,261.61,212.38,28.84,67.44
2013-03-28,442.66,16.97,74.83,266.49,213.3,28.86,66.23
2013-03-27,452.08,16.65,74.78,265.3,210.89,28.64,65.61
2013-03-26,461.136,16.51,74.77,260.31,212.36,28.6,64.76
2013-03-25,463.58,16.6,74.85,256.02,210.74,28.16,64.11
2013-03-22,461.91,16.86,74.28,257.75,212.08,28.38,64.03
2013-03-21,452.73,17.0,73.13,253.39,212.26,28.11,63.63
2013-03-20,452.08,17.23,72.99,257.278,215.06,28.29,64.02
2013-03-19,454.49,16.78,72.45,256.41,213.44,27.99,64.31
2013-03-18,455.72,16.29,72.25,257.89,213.21,28.04,64.55
2013-03-15,443.66,15.98,72.5,261.82,214.92,28.02,64.98
2013-03-14,432.5,16.25,73.22,265.74,215.8,28.11,65.18
2013-03-13,428.35,15.91,73.65,275.1,212.06,28.02,64.84
2013-03-12,428.43,15.5,73.6,274.13,210.55,27.94,64.14
2013-03-11,437.87,15.13,72.98,271.24,210.08,28.25,63.49
2013-03-08,431.72,14.92,73.03,274.19,210.38,28.19,63.03
2013-03-07,430.582,14.82,73.32,273.88,209.42,28.27,62.7
2013-03-06,425.662,14.57,73.38,273.79,208.38,28.12,62.52
2013-03-05,431.144,14.05,73.72,275.59,206.53,28.07,62.27
2013-03-04,420.05,13.9,73.26,273.11,205.19,27.69,61.82
2013-03-01,430.47,13.61,71.74,265.74,202.91,27.39,61.88
2013-02-28,441.4,13.43,70.78,264.27,200.83,27.37,62.18
2013-02-27,444.57,13.41,71.66,263.25,202.33,27.41,62.46
2013-02-26,448.97,13.26,71.11,259.36,199.14,27.03,61.83
2013-02-25,442.8,13.02,70.44,259.87,197.51,26.84,61.46
2013-02-22,450.81,13.57,70.4,265.42,201.09,27.38,61.92
2013-02-21,446.06,13.37,70.26,265.94,198.33,27.41,62.71
2013-02-20,448.85,13.33,69.21,266.41,199.31,27.57,62.58
2013-02-19,459.99,14.26,68.76,269.75,200.32,27.71,62.77
2013-02-15,460.16,14.5,69.3,265.09,200.98,27.29,62.7
2013-02-14,466.59,13.99,70.82,269.24,199.65,27.06,63.29
2013-02-13,467.01,14.66,71.39,269.47,200.09,27.0,63.0
2013-02-12,467.9,14.27,71.4,258.7,200.04,26.99,66.01
2013-02-11,479.93,14.46,71.4,257.21,200.16,27.14,66.01
2013-02-08,474.98,14.75,71.48,261.95,201.68,26.88,66.28
2013-02-07,468.22,15.11,71.23,260.23,199.74,26.96,65.7
2013-02-06,457.35,14.56,71.31,262.22,201.02,27.32,65.41
2013-02-05,457.844,14.09,70.77,266.89,202.79,27.51,65.84
2013-02-04,442.316,13.99,69.63,259.98,203.79,27.17,64.82
2013-02-01,453.62,14.12,70.49,265.0,205.18,27.63,65.32
2013-01-31,455.49,14.28,69.95,265.5,203.07,27.28,64.82
2013-01-30,456.83,14.3,69.75,272.764,203.52,27.51,65.39
2013-01-29,458.27,14.42,69.89,260.35,203.9,27.7,65.95
2013-01-28,449.83,15.03,69.35,276.04,204.93,26.84,66.06
2013-01-25,439.88,14.97,69.0,283.99,204.97,27.0,66.17
2013-01-24,450.5,14.67,69.79,273.62,204.42,26.85,65.69
2013-01-23,514.005,15.07,69.49,268.11,204.72,26.65,64.83
2013-01-22,504.77,14.85,69.58,270.19,196.08,26.68,63.8
2013-01-18,500.0,14.44,69.2,272.12,194.47,26.54,62.75
2013-01-17,502.68,14.48,68.85,270.48,193.65,26.83,62.42
2013-01-16,506.09,14.63,69.21,268.93,192.59,26.61,61.85
2013-01-15,485.92,14.31,68.98,271.9,192.5,26.62,63.01
2013-01-14,501.75,14.67,68.3,272.73,192.62,26.74,62.44
2013-01-11,520.3,14.78,68.63,267.94,194.45,26.52,61.75
2013-01-10,523.51,15.14,68.36,265.34,192.88,26.76,62.24
2013-01-09,517.1,15.13,68.57,266.35,192.32,26.47,62.05
2013-01-08,525.31,15.16,68.59,266.38,192.87,26.02,60.07
2013-01-07,523.9,14.84,68.4,268.4592,193.14,25.98,59.74
2013-01-04,527.0,14.73,69.06,259.15,193.99,25.96,59.29
2013-01-03,542.0959,13.66,68.8,258.48,195.27,25.85,58.93
2013-01-02,549.03,13.98,69.24,257.31,196.35,25.91,60.92
2012-12-31,532.1729,13.5,68.23,250.87,191.55,25.0793,60.92
2012-12-28,509.5892,12.79,67.61,245.18,189.83,24.89,59.89
2012-12-27,515.06,13.1,68.19,248.31,192.71,25.14,60.48
2012-12-26,512.9995,13.23,67.99,248.6314,191.95,25.24,61.15
2012-12-24,520.168,13.33,68.57,258.62,192.4,25.08,61.07
2012-12-21,519.33,13.44,68.65,256.92,193.42,25.08,61.31
2012-12-20,521.7302,13.54,69.0,261.5,194.77,25.43,61.51
2012-12-19,526.31,13.48,68.52,257.99,195.08,25.35,59.97
2012-12-18,533.9,12.95,69.5,260.4,195.69,25.64,60.57
2012-12-17,518.83,12.79,69.2,253.86,193.62,25.355,60.03
2012-12-14,509.794,12.83,68.75,249.19,191.76,25.18,58.49
2012-12-13,529.69,12.97,69.04,251.25,191.99,25.33,59.02
2012-12-12,539.0,12.7,68.94,251.76,192.95,25.51,59.24
2012-12-11,541.388,12.88,70.89,250.69,194.2,25.64,58.89
2012-12-10,529.8209,12.78,72.15,247.77,192.62,25.41,58.21
2012-12-07,533.25,12.77,72.29,253.2681,191.95,25.56,57.78
2012-12-06,547.2445,12.61,71.59,253.37,189.7,25.61,56.62
2012-12-05,538.7923,12.11,71.65,253.96,188.65,25.64,56.1
2012-12-04,575.8454,12.38,72.12,252.4881,189.36,25.165,55.68
2012-12-03,586.19,12.66,71.34,250.3291,189.48,25.09,56.0799
2012-11-30,585.28,12.89,72.02,252.05,190.07,25.02,55.9
2012-11-29,589.36,13.0,70.83,251.27,191.53,24.85,55.64
2012-11-28,582.94,12.97,70.56,247.11,191.98,24.67,54.77
2012-11-27,584.78,12.72,69.5,243.4017,191.23,24.25,54.97
2012-11-26,589.53,12.92,69.91,243.62,192.88,24.485,55.37
2012-11-23,571.5,12.5,70.2,239.88,193.49,24.53,56.06
2012-11-21,561.7,12.47,68.89,238.03,190.29,24.35,55.57
2012-11-20,560.9134,12.49,69.0,233.78,189.2,24.28,55.62
2012-11-19,565.73,12.07,69.02,229.71,190.35,24.14,55.94
2012-11-16,527.678,11.76,68.03,225.23,186.94,23.86,55.15
2012-11-15,525.62,12.06,68.72,220.599,185.85,23.6602,54.64
2012-11-14,536.88,12.01,71.31,222.95,185.51,23.81,54.33
2012-11-13,542.898,12.59,71.81,226.6,188.32,24.05,55.5
2012-11-12,542.83,12.29,72.48,226.47,189.25,24.11,55.85
2012-11-09,547.06,12.61,72.31,226.31,189.64,24.17,56.16
2012-11-08,537.75,13.02,72.48,227.35,190.1,24.16,56.01
2012-11-07,558.0019,12.59,73.11,232.0608,191.16,24.17,57.85
2012-11-06,582.8495,12.67,73.76,237.56,195.07,24.71,61.2
2012-11-05,584.6211,12.64,73.14,234.33,194.14,24.58,60.85
2012-11-02,576.8,12.53,72.77,232.4224,193.43,24.55,61.14
2012-11-01,596.5399,12.55,73.45,232.14,197.15,24.55,61.73
2012-10-31,595.32,12.18,75.02,232.8931,194.53,24.87,61.3
2012-10-26,604.0,11.92,75.11,238.24,193.27,25.43,61.29
2012-10-25,609.538,11.97,75.32,222.92,191.6,25.61,62.23
2012-10-24,616.83,12.37,74.82,228.49,190.72,25.31,61.58
2012-10-23,613.3554,12.09,74.76,234.31,191.25,25.19,61.87
2012-10-22,634.03,11.92,75.65,233.78,194.4,25.6,63.03
2012-10-19,609.84,11.47,75.62,240.0,193.36,25.76,61.82
2012-10-18,632.64,11.72,76.56,244.85,194.96,26.035,62.93
2012-10-17,644.6136,11.62,77.03,247.49,200.63,25.84,61.74
2012-10-16,649.7925,11.58,76.91,243.94,211.0,25.8,62.02
2012-10-15,634.76,11.42,77.15,244.18,208.93,25.57,62.38
2012-10-12,629.714,11.36,75.81,242.36,207.8,25.12,61.83
2012-10-11,628.1,11.17,75.01,244.22,205.76,25.12,62.79
2012-10-10,640.91,11.34,75.42,244.99,205.82,25.16,61.54
2012-10-09,635.85,11.3,74.14,250.96,207.99,25.31,62.02
2012-10-08,638.17,11.57,75.25,259.06,209.82,25.4,61.75
2012-10-05,652.59,11.66,75.13,258.51,210.59,25.52,61.22
2012-10-04,666.8,11.67,74.72,260.47,210.39,25.35,62.16
2012-10-03,671.45,11.78,74.2,255.92,210.51,25.32,60.11
2012-10-02,661.31,10.88,73.75,250.6,209.84,25.12,60.46
2012-10-01,659.39,10.75,74.05,252.01,210.47,25.035,57.98
2012-09-28,667.105,10.46,73.8,254.32,207.45,24.85,58.01
2012-09-27,681.32,10.36,73.98,256.59,205.91,24.96,58.07
2012-09-26,665.18,10.5,74.19,249.67,204.0,24.83,57.64
2012-09-25,673.54,10.28,74.26,252.46,204.98,24.84,58.48
2012-09-24,690.79,10.51,74.74,254.805,205.29,24.75,58.49
2012-09-21,700.095,10.67,74.45,257.47,205.98,24.515,59.26
2012-09-20,698.7,10.68,74.75,260.81,206.18,24.41,58.96
2012-09-19,702.1,10.97,74.37,261.68,206.43,24.16,59.03
2012-09-18,701.91,10.31,73.95,258.75,207.07,24.01,58.91
2012-09-17,699.781,10.56,73.99,258.0,207.15,24.02,58.81
2012-09-14,691.28,10.53,74.5,261.27,206.81,23.8,58.35
2012-09-13,682.98,11.25,75.14,260.24,206.36,24.25,58.19
2012-09-12,669.79,11.82,74.07,255.63,203.77,24.07,58.21
2012-09-11,660.59,11.62,74.06,255.67,203.27,24.17,58.65
2012-09-10,662.74,12.0,73.51,257.09,200.95,24.1,59.45
2012-09-07,680.44,12.14,73.82,259.14,199.5,24.24,60.29
2012-09-06,676.27,11.42,74.81,251.38,199.1,24.34,59.72
2012-09-05,670.23,11.22,73.55,246.22,195.04,23.92,59.15
2012-09-04,674.97,10.45,73.51,247.88,194.54,23.775,59.39
2012-08-31,665.24,10.66,72.6,248.27,194.85,23.86,59.87
2012-08-30,663.868,10.4,72.25,246.22,193.37,23.84,60.46
2012-08-29,673.466,10.45,72.77,247.12,195.08,23.96,61.8
2012-08-28,674.8,10.81,72.41,246.11,194.87,23.85,57.39
2012-08-27,675.68,11.04,72.5,243.92,195.69,23.89,58.16
2012-08-24,663.222,11.11,72.11,245.74,197.77,24.01,57.66
2012-08-23,662.63,11.04,71.56,241.198,195.7,23.74,57.73
2012-08-22,668.87,11.61,71.77,243.1,197.25,23.7,58.57
2012-08-21,656.062,11.42,71.43,239.45,198.65,23.69,57.27
2012-08-20,665.15,10.59,72.3,240.35,200.5,23.91,57.38
2012-08-17,648.11,10.08,71.99,241.17,201.22,23.79,57.26
2012-08-16,636.34,9.91,72.15,241.55,200.84,24.02,57.84
2012-08-15,630.83,10.15,74.45,237.42,198.4,24.04,57.8
2012-08-14,631.69,10.12,74.01,233.19,198.29,23.98,56.9
2012-08-13,630.0,10.12,73.4,232.44,199.01,23.72,56.89
2012-08-10,621.7,10.07,73.68,232.75,199.29,23.94,57.91
2012-08-09,620.73,10.05,73.85,234.06,198.42,23.87,56.79
2012-08-08,619.86,10.4,74.31,234.38,199.03,23.83,57.44
2012-08-07,620.914,9.94,73.99,236.56,199.93,23.74,56.26
2012-08-06,622.55,10.81,74.28,233.99,198.76,24.26,54.64
2012-08-03,615.7,10.89,74.55,234.97,198.52,24.28,55.04
2012-08-02,607.79,10.68,74.05,230.81,194.45,23.92,52.93
2012-08-01,606.81,10.83,73.62,232.09,195.18,23.94,54.07
2012-07-31,610.76,11.46,74.43,233.3,195.98,24.04,53.29
2012-07-30,595.03,11.29,74.98,236.09,196.68,23.71,55.22
2012-07-27,585.16,11.35,74.52,237.32,196.39,23.825,55.12
2012-07-26,574.88,11.19,73.67,220.01,193.95,23.485,53.39
2012-07-25,574.97,11.15,72.08,217.05,191.08,23.33,54.01
2012-07-24,600.92,11.59,72.14,223.04,190.34,23.375,61.42
2012-07-23,603.83,12.08,71.85,226.01,190.83,23.6,61.81
2012-07-20,604.3,12.01,72.25,228.29,192.45,23.7,61.94
2012-07-19,614.32,12.5,71.53,226.17,195.34,23.795,62.7
2012-07-18,606.26,13.42,72.85,217.47,188.25,23.67,63.2
2012-07-17,606.94,14.07,73.1,216.93,183.65,23.62,62.94
2012-07-16,606.91,14.09,72.98,216.01,184.79,23.13,61.97
2012-07-13,604.97,14.45,73.18,218.39,186.01,22.81,62.36
2012-07-12,598.9,13.97,72.31,215.36,183.09,22.67,61.07
2012-07-11,604.43,14.12,72.26,218.37,185.25,22.34,61.78
2012-07-10,608.21,13.91,72.11,219.5,186.26,22.44,61.14
2012-07-09,613.89,13.49,71.76,225.05,189.67,22.65,61.95
2012-07-06,605.88,13.87,71.36,225.05,191.41,22.54,59.91
2012-07-05,609.94,13.47,71.08,227.06,195.29,22.67,61.25
2012-07-03,599.41,13.21,70.75,229.53,195.93,22.87,61.28
2012-07-02,592.52,13.55,69.35,229.32,195.83,22.995,62.26
2012-06-29,584.0,13.33,69.72,228.35,195.58,23.0,63.79
2012-06-28,569.05,13.4,68.3,221.31,191.4,22.53,65.9
2012-06-27,574.5,13.31,68.59,225.62,193.0,22.61,69.49
2012-06-26,572.025,12.88,68.58,225.61,191.95,22.435,69.1
2012-06-25,570.765,12.65,68.18,220.07,192.86,22.47,68.95
2012-06-22,582.1,13.17,67.3,222.16,193.7,22.725,69.76
2012-06-21,577.67,13.47,67.7,220.575,193.39,22.6,69.46
2012-06-20,585.741,13.03,68.52,223.02,198.78,22.67,70.86
2012-06-19,587.41,12.7,67.81,224.03,198.93,22.71,71.88
2012-06-18,585.78,12.5,68.12,222.66,198.29,22.62,71.34
2012-06-15,574.13,12.03,67.75,218.35,199.1,22.61,70.77
2012-06-14,571.53,12.48,67.63,214.45,195.1,22.56,69.8
2012-06-13,572.16,11.97,67.07,214.73,193.1,22.19,68.74
2012-06-12,576.16,11.43,67.72,216.42,194.55,22.19,69.47
2012-06-11,571.17,11.36,67.53,216.5,192.51,22.1,69.01
2012-06-08,580.32,12.15,68.22,218.48,195.14,22.14,69.07
2012-06-07,571.72,11.28,65.87,218.8,194.44,21.94,67.27
2012-06-06,571.46,11.78,65.93,217.64,193.99,21.91,67.27
2012-06-05,562.83,11.62,65.5,213.21,189.2,21.6,66.17
2012-06-04,564.29,11.18,65.99,214.57,188.54,21.61,65.45
2012-06-01,560.99,12.64,65.55,208.22,189.08,21.64,66.36
2012-05-31,577.73,13.22,65.82,212.91,192.9,21.87,67.39
2012-05-30,579.17,12.69,65.44,209.23,194.53,22.04,68.04
2012-05-29,572.27,12.62,65.68,214.75,196.46,22.18,68.84
2012-05-25,562.29,12.3,65.31,212.89,194.3,22.13,67.9
2012-05-24,565.32,12.16,65.07,215.24,196.09,22.14,67.82
2012-05-23,570.56,11.0,64.58,217.28,196.12,22.09,66.73
2012-05-22,556.97,10.62,63.73,215.33,196.82,22.37,67.11
2012-05-21,561.28,10.71,63.04,218.11,197.76,22.54,66.9
2012-05-18,530.38,10.06,62.43,213.85,195.88,22.57,65.08
2012-05-17,530.12,10.19,61.68,218.36,197.89,22.56,66.45
2012-05-16,546.075,11.13,59.19,224.06,199.73,22.64,65.26
2012-05-15,553.17,11.13,59.35,224.39,199.04,22.3,65.62
2012-05-14,558.22,11.24,59.07,222.93,199.44,22.585,66.08
2012-05-11,566.71,11.32,59.42,227.68,201.17,22.65,66.11
2012-05-10,570.52,10.93,59.19,226.69,200.6,22.83,65.94
2012-05-09,569.18,10.79,59.03,222.98,201.23,22.45,65.77
2012-05-08,568.18,11.02,59.05,223.9,201.48,22.42,66.88
2012-05-07,569.48,11.1,59.19,225.16,203.75,22.45,66.6
2012-05-04,565.25,10.7,58.7,223.99,204.99,22.38,66.26
2012-05-03,581.82,10.71,58.99,229.45,207.24,22.6,67.3
2012-05-02,585.98,10.26,59.01,230.25,208.06,22.66,68.79
2012-05-01,582.13,10.16,59.07,230.04,208.0,22.78,68.41
2012-04-30,583.98,10.26,58.91,231.9,207.08,22.9,67.82
2012-04-27,603.0,10.31,59.03,226.85,206.81,23.08,68.63
2012-04-26,607.7,9.8,58.95,195.99,205.58,23.06,69.35
2012-04-25,610.0,9.6,57.36,194.42,203.57,22.88,70.4
2012-04-24,560.28,9.31,57.77,190.33,200.0,22.63,70.76
2012-04-23,571.7,9.03,59.54,188.24,198.62,22.38,70.59
2012-04-20,572.98,9.34,62.45,189.98,199.6,22.56,70.68
2012-04-19,587.44,9.51,61.75,191.1,199.51,22.335,70.62
2012-04-18,608.34,8.2,62.06,191.07,200.13,22.45,69.17
2012-04-17,609.7,8.18,61.87,188.39,207.45,22.31,69.96
2012-04-16,580.13,8.13,60.58,185.5,202.72,21.98,68.73
2012-04-13,605.23,7.84,59.77,188.46,202.8,21.85,69.25
2012-04-12,622.77,7.89,60.14,190.69,205.32,21.915,70.0
2012-04-11,626.2,7.62,59.8,187.97,202.58,21.95,69.54
2012-04-10,628.44,7.47,59.93,186.98,202.33,21.985,69.27
2012-04-09,636.23,7.75,60.13,191.87,204.94,22.05,70.53
2012-04-05,633.68,7.78,60.67,194.39,205.47,22.34,72.38
2012-04-04,624.31,7.86,60.26,193.99,206.05,22.385,72.12
2012-04-03,629.32,7.74,60.65,199.66,209.5,22.54,72.64
2012-04-02,618.63,7.47,61.36,198.05,209.47,22.59,72.95
2012-03-30,599.55,7.59,61.2,202.51,208.65,22.645,73.8
2012-03-29,609.86,7.89,60.82,204.61,208.27,22.42,71.62
2012-03-28,617.62,7.79,61.19,201.16,207.29,22.41,70.0
2012-03-27,614.48,7.56,61.09,205.44,207.18,22.5,68.38
2012-03-26,606.98,7.73,61.2,202.87,207.77,22.16,68.63
2012-03-23,596.05,7.55,60.75,195.04,205.48,21.82,66.68
2012-03-22,599.34,7.33,60.65,192.4,205.49,21.73,66.39
2012-03-21,602.5,7.63,60.56,191.73,204.69,21.77,66.35
2012-03-20,605.96,7.68,60.6,192.33,204.25,21.8,66.86
2012-03-19,601.1,7.19,60.74,185.52,205.72,21.88,67.67
2012-03-16,585.57,7.15,60.84,185.05,206.01,21.94,67.33
2012-03-15,585.56,7.58,61.23,184.43,206.0,21.91,66.94
2012-03-14,589.58,7.09,61.08,182.26,204.72,21.93,67.22
2012-03-13,568.1,6.96,61.0,184.59,203.78,22.01,65.05
2012-03-12,552.0,6.89,60.68,183.39,201.0,21.54,64.01
2012-03-09,545.17,7.03,60.08,184.32,200.62,21.48,64.88
2012-03-08,541.99,6.96,59.77,187.64,199.81,21.455,64.41
2012-03-07,530.69,6.91,59.86,183.77,197.77,21.37,63.84
2012-03-06,530.26,6.88,58.965,181.09,197.26,21.265,64.34
2012-03-05,533.16,6.99,59.4,180.26,200.66,21.5,65.19
2012-03-02,545.18,7.63,59.01,179.3,198.81,21.41,65.78
2012-03-01,544.47,7.41,58.82,180.04,197.53,21.49,66.23
2012-02-29,542.44,7.41,59.08,179.69,196.73,21.125,65.63
2012-02-28,535.41,7.41,58.93,183.8,197.98,21.22,65.54
2012-02-27,525.76,7.0,58.46,178.53,197.53,21.26,65.79
2012-02-24,522.41,6.99,58.79,179.13,197.76,21.18,66.11
2012-02-23,516.39,7.26,58.54,178.89,197.61,21.03,66.22
2012-02-22,513.04,7.7,58.6,180.58,193.87,21.36,66.1
2012-02-21,514.85,7.89,60.07,182.26,193.39,21.22,66.39
2012-02-17,502.12,8.9,62.48,182.5,193.42,21.19,66.05
2012-02-16,502.21,9.1,62.04,179.93,193.02,21.33,66.23
2012-02-15,497.67,8.89,61.76,184.47,192.25,21.11,65.15
2012-02-14,509.46,9.0,62.22,191.3,192.22,21.33,65.69
2012-02-13,502.6,9.18,61.79,191.59,192.62,21.3,64.66
2012-02-10,493.42,8.85,61.9,185.54,192.42,21.05,64.17
2012-02-09,493.17,8.96,61.96,184.98,193.13,21.14,64.65
2012-02-08,476.68,9.1,61.62,185.48,192.95,21.01,64.83
2012-02-07,468.83,9.24,61.69,184.19,193.35,21.05,65.0
2012-02-06,463.97,9.15,61.88,183.14,192.82,20.95,64.37
2012-02-03,459.68,9.64,62.03,187.68,193.64,21.2,65.07
2012-02-02,455.12,9.12,61.94,181.72,191.53,21.11,65.16
2012-02-01,456.19,8.9,62.18,179.46,192.62,21.31,66.13
2012-01-31,456.48,8.44,61.36,194.44,192.6,21.4,64.32
2012-01-30,453.01,8.52,61.3,192.15,192.5,21.58,64.43
2012-01-27,447.28,8.18,60.71,195.37,190.46,21.48,65.42
2012-01-26,444.63,7.85,60.97,193.316,190.98,21.63,64.3
2012-01-25,446.66,7.52,61.47,187.8,191.73,21.72,66.1
2012-01-24,420.41,6.41,61.39,187.0,191.93,21.66,69.4
2012-01-23,427.409,6.26,60.91,186.09,189.98,21.71,71.18
2012-01-20,420.3,6.37,61.01,190.93,188.52,21.9,71.78
2012-01-19,427.75,6.26,60.61,194.45,180.52,21.84,71.93
2012-01-18,429.11,6.04,60.01,189.44,181.07,21.97,72.17
2012-01-17,424.7,5.88,59.85,181.66,180.0,21.935,72.74
2012-01-13,419.81,5.97,59.54,178.42,179.16,21.84,71.91
2012-01-12,421.39,6.05,59.5,175.93,180.55,21.99,71.81
2012-01-11,422.55,5.91,59.4,178.9,182.32,21.9,72.57
2012-01-10,423.24,5.72,59.04,179.34,181.31,21.94,72.21
2012-01-09,421.73,5.72,59.18,178.56,181.59,21.82,71.18
2012-01-06,422.4,5.6,59.0,182.61,182.54,21.57,70.73
2012-01-05,418.03,5.47,59.42,177.61,184.66,21.6,68.51
2012-01-04,413.44,5.03,59.71,177.51,185.54,21.77,67.98
2012-01-03,411.23,5.12,60.33,179.03,186.3,21.97,67.61
2011-12-30,405.0,5.07,59.76,173.1,183.88,21.64,66.25
2011-12-29,405.12,5.23,59.99,173.86,186.18,21.71,66.87
2011-12-28,402.64,5.19,59.73,173.89,183.99,21.53,66.52
2011-12-27,406.53,5.4,59.83,176.27,184.95,21.77,67.93
2011-12-23,403.33,5.62,59.99,177.28,184.75,21.83,68.05
2011-12-22,398.55,5.7,59.19,179.03,182.04,21.63,66.78
2011-12-21,396.445,5.77,59.39,174.35,181.47,21.68,65.68
2011-12-20,395.95,5.94,59.19,182.52,187.24,21.46,65.47
2011-12-19,382.21,5.83,57.78,179.33,182.89,21.14,63.64
2011-12-16,381.02,6.18,58.27,181.26,183.57,21.03,64.95
2011-12-15,378.94,5.71,57.95,181.26,187.48,21.14,64.5
2011-12-14,380.19,5.59,57.65,180.21,188.72,20.86,63.52
2011-12-13,388.81,5.19,57.6,180.51,191.15,20.76,64.64
2011-12-12,391.84,5.63,58.09,189.52,192.18,20.39,65.39
2011-12-09,393.62,5.62,58.32,193.03,194.56,20.56,66.5
2011-12-08,390.66,5.34,57.98,190.48,191.58,20.19,66.08
2011-12-07,389.09,5.59,58.51,195.32,194.05,20.47,68.51
2011-12-06,390.95,5.25,58.78,191.99,192.94,20.23,68.21
2011-12-05,393.01,5.12,58.34,196.24,190.84,19.84,68.51
2011-12-02,389.7,4.84,58.09,196.03,189.66,19.89,68.91
2011-12-01,387.93,4.94,58.61,197.13,189.45,20.03,70.08
2011-11-30,382.2,4.72,58.9,192.29,188.0,20.07,70.55
2011-11-29,373.2,4.46,58.17,188.39,180.94,19.4,67.42
2011-11-28,376.12,4.27,57.25,194.15,182.21,19.09,66.07
2011-11-25,363.57,4.02,56.89,182.399,177.06,18.45,63.7
2011-11-23,366.99,4.0,56.64,188.99,177.95,18.45,64.23
2011-11-22,376.51,4.05,56.85,192.34,181.31,18.9,66.85
2011-11-21,369.01,4.25,56.66,189.25,181.48,18.96,67.01
2011-11-18,374.94,4.42,57.23,197.14,185.24,19.53,68.52
2011-11-17,377.41,4.4,56.73,204.52,185.73,19.47,68.26
2011-11-16,384.77,4.5,56.68,211.99,186.62,19.57,68.14
2011-11-15,388.83,4.78,57.46,217.83,188.75,19.87,70.04
2011-11-14,379.26,4.98,58.89,218.93,187.35,19.79,70.3
2011-11-11,384.62,5.01,59.2,217.39,187.38,19.99,70.75
2011-11-10,385.22,4.85,58.13,210.79,183.35,19.79,68.57
2011-11-09,395.28,5.05,58.05,211.22,182.24,19.34,66.96
2011-11-08,406.23,5.21,59.32,217.99,187.25,20.08,68.83
2011-11-07,399.73,5.39,57.94,217.0,187.32,20.07,68.1
2011-11-04,400.24,5.5,57.5,216.48,186.38,19.66,67.42
2011-11-03,403.07,5.61,57.42,218.29,187.3,19.88,67.84
2011-11-02,397.41,5.28,56.86,215.62,183.92,19.53,67.99
2011-11-01,396.51,5.5,56.23,212.105,181.35,19.33,66.79
2011-10-31,404.78,5.77,56.72,213.51,184.63,19.26,68.9
2011-10-28,404.95,5.94,57.15,217.32,187.45,19.82,68.68
2011-10-27,404.69,5.83,57.81,206.78,186.34,19.665,70.58
2011-10-26,400.6,5.66,57.37,198.4,181.97,19.28,69.58
2011-10-25,397.77,5.6,56.71,227.15,180.36,18.87,67.0
2011-10-24,405.77,5.95,56.78,237.61,182.25,19.36,68.45
2011-10-21,392.87,5.87,56.92,234.78,181.63,19.06,66.65
2011-10-20,395.31,6.01,56.37,233.61,177.25,18.73,65.25
